Time [s]	Weight_X_Position_smooth_splines [deg]	dx\dt Weight_X_Position_smooth_splines [deg\s]	dx\dt^2 Weight_X_Position_smooth_splines [deg\s^2]	Weight_X_Position_original [deg]	Roll_angle_response_empty [deg]	Roll_angle_response_water [deg]	Roll_angle_response_oil [deg]	Roll_angle_response_glycerin [deg]
29.678	-47.728762	-299.44371	904.66297	-47.782256	-32.994	-4.32	-1.476	2.322
29.679	-48.027753	-298.53954	903.68707	-48.091263	-32.94	-4.284	-1.44	2.376
29.68	-48.325841	-297.63634	902.71117	-48.392138	-32.904	-4.266	-1.404	2.43
29.681	-48.623026	-296.73412	901.73527	-48.693013	-32.85	-4.23	-1.35	2.502
29.682	-48.919309	-295.83287	900.75937	-48.985757	-32.814	-4.212	-1.314	2.556
29.683	-49.214692	-294.9326	899.78348	-49.2785	-32.76	-4.176	-1.278	2.61
29.684	-49.509175	-294.0333	898.80758	-49.563112	-32.706	-4.158	-1.242	2.664
29.685	-49.802759	-293.13498	897.83168	-49.839592	-32.67	-4.122	-1.188	2.718
29.686	-50.095445	-292.23764	896.85578	-50.116072	-32.616	-4.104	-1.152	2.772
29.687	-50.387235	-291.34127	895.87988	-50.400684	-32.58	-4.068	-1.116	2.826
29.688	-50.678128	-290.44588	894.90398	-50.677164	-32.526	-4.05	-1.08	2.88
29.689	-50.968127	-289.55146	893.92808	-50.961776	-32.472	-4.014	-1.026	2.934
29.69	-51.257231	-288.65802	892.95218	-51.246388	-32.436	-3.996	-0.99	2.988
29.691	-51.545443	-287.76556	891.97628	-51.531	-32.382	-3.96	-0.954	3.042
29.692	-51.832763	-286.87407	891.00038	-51.823743	-32.328	-3.942	-0.918	3.096
29.693	-52.119192	-285.98356	890.02448	-52.116487	-32.274	-3.906	-0.882	3.15
29.694	-52.40473	-285.09402	889.04859	-52.376703	-32.238	-3.888	-0.828	3.204
29.695	-52.68938	-284.20546	888.07269	-52.661315	-32.184	-3.852	-0.792	3.258
29.696	-52.973142	-283.31788	887.09679	-52.954059	-32.13	-3.816	-0.756	3.33
29.697	-53.256016	-282.43127	886.12089	-53.23867	-32.076	-3.798	-0.72	3.384
29.698	-53.538004	-281.54564	885.14499	-53.523282	-32.022	-3.762	-0.666	3.438
29.699	-53.819108	-280.66098	884.16909	-53.79163	-31.986	-3.744	-0.63	3.492
29.7	-54.099327	-279.7773	883.19319	-54.059979	-31.932	-3.708	-0.594	3.546
29.701	-54.378663	-278.89459	882.21729	-54.312064	-31.878	-3.69	-0.558	3.6
29.702	-54.657116	-278.01286	881.24139	-54.57228	-31.824	-3.654	-0.504	3.654
29.703	-54.934689	-277.13211	880.26549	-54.832497	-31.77	-3.636	-0.468	3.708
29.704	-55.211381	-276.25233	879.28959	-55.092713	-31.716	-3.6	-0.432	3.762
29.705	-55.487194	-275.37353	878.3137	-55.35293	-31.662	-3.582	-0.396	3.816
29.706	-55.762128	-274.4957	877.3378	-55.62941	-31.608	-3.546	-0.342	3.87
29.707	-56.036185	-273.61885	876.3619	-55.90589	-31.554	-3.528	-0.306	3.924
29.708	-56.309366	-272.74298	875.386	-56.190501	-31.5	-3.492	-0.27	3.978
29.709	-56.581672	-271.86808	874.4101	-56.483245	-31.446	-3.456	-0.234	4.032
29.71	-56.853103	-270.99416	873.4342	-56.767857	-31.392	-3.438	-0.18	4.086
29.711	-57.12366	-270.12121	872.4583	-57.052469	-31.338	-3.402	-0.144	4.14
29.712	-57.393345	-269.24924	871.4824	-57.345212	-31.284	-3.384	-0.108	4.194
29.713	-57.662159	-268.37825	870.5065	-57.621692	-31.23	-3.348	-0.072	4.248
29.714	-57.930102	-267.50823	869.5306	-57.898172	-31.176	-3.33	-0.018	4.302
29.715	-58.197176	-266.63919	868.55471	-58.16652	-31.122	-3.294	0.018	4.356
29.716	-58.463381	-265.77112	867.57881	-58.426737	-31.05	-3.276	0.054	4.41
29.717	-58.728718	-264.90403	866.60291	-58.686953	-30.996	-3.24	0.09	4.464
29.718	-58.993189	-264.03792	865.62701	-58.939038	-30.942	-3.204	0.144	4.518
29.719	-59.256795	-263.17278	864.65111	-59.199255	-30.888	-3.186	0.18	4.572
29.72	-59.519535	-262.30861	863.67521	-59.459471	-30.834	-3.15	0.216	4.626
29.721	-59.781412	-261.44543	862.69931	-59.719688	-30.762	-3.132	0.252	4.68
29.722	-60.042426	-260.58321	861.72341	-59.988036	-30.708	-3.096	0.306	4.734
29.723	-60.302579	-259.72198	860.74751	-60.256384	-30.654	-3.06	0.342	4.788
29.724	-60.561871	-258.86172	859.77161	-60.524733	-30.6	-3.042	0.378	4.842
29.725	-60.820303	-258.00244	858.79571	-60.793081	-30.528	-3.006	0.414	4.896
29.726	-61.077876	-257.14413	857.81982	-61.061429	-30.474	-2.988	0.45	4.95
29.727	-61.334591	-256.2868	856.84392	-61.337909	-30.42	-2.952	0.504	5.004
29.728	-61.59045	-255.43044	855.86802	-61.598126	-30.348	-2.934	0.54	5.058
29.729	-61.845452	-254.57506	854.89212	-61.866474	-30.294	-2.898	0.576	5.112
29.73	-62.0996	-253.72066	853.91622	-62.12669	-30.222	-2.862	0.612	5.166
29.731	-62.352894	-252.86723	852.94032	-62.378775	-30.168	-2.844	0.666	5.22
29.732	-62.605335	-252.01478	851.96442	-62.63086	-30.114	-2.808	0.702	5.274
29.733	-62.856924	-251.1633	850.98852	-62.882945	-30.042	-2.79	0.738	5.328
29.734	-63.107662	-250.3128	850.01262	-63.126898	-29.988	-2.754	0.774	5.382
29.735	-63.35755	-249.46327	849.03672	-63.370851	-29.916	-2.718	0.828	5.436
29.736	-63.606589	-248.61472	848.06082	-63.614804	-29.862	-2.7	0.864	5.49
29.737	-63.85478	-247.76715	847.08493	-63.858757	-29.79	-2.664	0.9	5.544
29.738	-64.102123	-246.92055	846.10903	-64.102709	-29.718	-2.646	0.936	5.598
29.739	-64.348621	-246.07493	845.13313	-64.346662	-29.664	-2.61	0.99	5.652
29.74	-64.594274	-245.23029	844.15723	-64.590615	-29.592	-2.574	1.026	5.706
29.741	-64.839082	-244.38662	843.18133	-64.826437	-29.538	-2.556	1.062	5.76
29.742	-65.083047	-243.54393	842.20543	-65.07039	-29.466	-2.52	1.098	5.814
29.743	-65.32617	-242.70221	841.22953	-65.314343	-29.394	-2.484	1.134	5.868
29.744	-65.568452	-241.86147	840.25363	-65.550164	-29.34	-2.466	1.188	5.922
29.745	-65.809893	-241.0217	839.27773	-65.794117	-29.268	-2.43	1.224	5.976
29.746	-66.050496	-240.18291	838.30183	-66.029938	-29.196	-2.412	1.26	6.03
29.747	-66.29026	-239.3451	837.32593	-66.265759	-29.142	-2.376	1.296	6.066
29.748	-66.529186	-238.50826	836.35004	-66.509712	-29.07	-2.34	1.35	6.12
29.749	-66.767276	-237.6724	835.37414	-66.745533	-28.998	-2.322	1.386	6.174
29.75	-67.004531	-236.83751	834.39824	-66.989486	-28.944	-2.286	1.422	6.228
29.751	-67.240952	-236.0036	833.42234	-67.225308	-28.872	-2.268	1.458	6.282
29.752	-67.476539	-235.17067	832.44644	-67.469261	-28.8	-2.232	1.494	6.336
29.753	-67.711293	-234.33871	831.47054	-67.705082	-28.728	-2.196	1.548	6.39
29.754	-67.945217	-233.50773	830.49464	-67.949035	-28.656	-2.178	1.584	6.444
29.755	-68.178309	-232.67772	829.51874	-68.184856	-28.602	-2.142	1.62	6.498
29.756	-68.410572	-231.84869	828.54284	-68.420677	-28.53	-2.106	1.656	6.552
29.757	-68.642007	-231.02063	827.56694	-68.623971	-28.458	-2.088	1.71	6.588
29.758	-68.872614	-230.19355	826.59105	-68.851661	-28.386	-2.052	1.746	6.642
29.759	-69.102394	-229.36745	825.61515	-69.07935	-28.314	-2.016	1.782	6.696
29.76	-69.331349	-228.54232	824.63925	-69.315171	-28.242	-1.998	1.818	6.75
29.761	-69.559479	-227.71817	823.66335	-69.542861	-28.17	-1.962	1.854	6.804
29.762	-69.786786	-226.895	822.68745	-69.762418	-28.098	-1.944	1.908	6.858
29.763	-70.01327	-226.07249	822.67291	-69.990108	-28.026	-1.908	1.944	6.912
29.764	-70.238931	-225.24955	823.21026	-70.217797	-27.954	-1.872	1.98	6.948
29.765	-70.463768	-224.42607	823.74761	-70.453619	-27.882	-1.854	2.016	7.002
29.766	-70.687783	-223.60206	824.28496	-70.681308	-27.81	-1.818	2.052	7.056
29.767	-70.910972	-222.7775	824.82231	-70.917129	-27.738	-1.782	2.106	7.11
29.768	-71.133337	-221.95241	825.35966	-71.144819	-27.666	-1.764	2.142	7.164
29.769	-71.354877	-221.12678	825.89701	-71.38064	-27.594	-1.728	2.178	7.218
29.77	-71.575591	-220.30062	826.43436	-71.616461	-27.522	-1.692	2.214	7.272
29.771	-71.795478	-219.47391	826.97171	-71.852282	-27.45	-1.674	2.25	7.308
29.772	-72.014538	-218.64667	827.50906	-72.079972	-27.378	-1.638	2.304	7.362
29.773	-72.232771	-217.8189	828.04641	-72.315793	-27.306	-1.602	2.34	7.416
29.774	-72.450176	-216.99058	828.58375	-72.535351	-27.234	-1.584	2.376	7.47
29.775	-72.666752	-216.16173	829.1211	-72.754908	-27.144	-1.548	2.412	7.524
29.776	-72.882499	-215.33234	829.65845	-72.974466	-27.072	-1.53	2.448	7.56
29.777	-73.097417	-214.50241	830.1958	-73.194024	-27	-1.494	2.502	7.614
29.778	-73.311504	-213.67195	830.73315	-73.40545	-26.928	-1.458	2.538	7.668
29.779	-73.52476	-212.84094	831.2705	-73.616875	-26.856	-1.44	2.574	7.722
29.78	-73.737186	-212.00941	831.80785	-73.828301	-26.766	-1.404	2.61	7.776
29.781	-73.948779	-211.17733	832.3452	-74.039727	-26.694	-1.368	2.646	7.812
29.782	-74.15954	-210.34472	832.88255	-74.251153	-26.622	-1.35	2.7	7.866
29.783	-74.369468	-209.51156	833.4199	-74.462579	-26.55	-1.314	2.736	7.92
29.784	-74.578563	-208.67788	833.95725	-74.674005	-26.46	-1.278	2.772	7.974
29.785	-74.786824	-207.84365	834.4946	-74.877299	-26.388	-1.26	2.808	8.01
29.786	-74.99425	-207.00889	835.03195	-75.080593	-26.316	-1.224	2.844	8.064
29.787	-75.200842	-206.17359	835.5693	-75.292019	-26.226	-1.188	2.898	8.118
29.788	-75.406597	-205.33775	836.10665	-75.487182	-26.154	-1.17	2.934	8.172
29.789	-75.611517	-204.50137	836.644	-75.690476	-26.082	-1.134	2.97	8.208
29.79	-75.8156	-203.66446	837.18135	-75.885638	-25.992	-1.098	3.006	8.262
29.791	-76.018846	-202.82701	837.7187	-76.072669	-25.92	-1.08	3.042	8.316
29.792	-76.221254	-201.98902	838.25605	-76.267831	-25.848	-1.044	3.078	8.37
29.793	-76.422823	-201.1505	838.7934	-76.462993	-25.758	-1.008	3.132	8.406
29.794	-76.623554	-200.31144	839.33075	-76.658156	-25.686	-0.99	3.168	8.46
29.795	-76.823446	-199.47184	839.8681	-76.853318	-25.596	-0.954	3.204	8.514
29.796	-77.022498	-198.6317	840.40545	-77.048481	-25.524	-0.918	3.24	8.568
29.797	-77.220709	-197.79103	840.9428	-77.243643	-25.434	-0.9	3.276	8.604
29.798	-77.41808	-196.94981	841.48015	-77.438805	-25.362	-0.864	3.33	8.658
29.799	-77.614609	-196.10806	842.0175	-77.633968	-25.272	-0.828	3.366	8.712
29.8	-77.810296	-195.26578	842.55485	-77.82913	-25.2	-0.81	3.402	8.748
29.801	-78.00514	-194.42296	843.0922	-78.016161	-25.11	-0.774	3.438	8.802
29.802	-78.199141	-193.57959	843.62955	-78.203191	-25.038	-0.738	3.474	8.856
29.803	-78.392299	-192.7357	844.1669	-78.38209	-24.948	-0.72	3.51	8.892
29.804	-78.584613	-191.89126	844.70425	-78.560989	-24.876	-0.684	3.546	8.946
29.805	-78.776082	-191.04629	845.2416	-78.74802	-24.786	-0.648	3.6	9
29.806	-78.966705	-190.20078	845.77895	-78.918787	-24.714	-0.63	3.636	9.036
29.807	-79.156483	-189.35473	846.3163	-79.105817	-24.624	-0.594	3.672	9.09
29.808	-79.345414	-188.50814	846.85365	-79.284716	-24.534	-0.558	3.708	9.144
29.809	-79.533499	-187.66102	847.391	-79.463615	-24.462	-0.54	3.744	9.18
29.81	-79.720736	-186.81336	847.92835	-79.650646	-24.372	-0.504	3.78	9.234
29.811	-79.907126	-185.96517	848.4657	-79.837676	-24.282	-0.468	3.834	9.288
29.812	-80.092666	-185.11643	849.00305	-80.016575	-24.21	-0.45	3.87	9.324
29.813	-80.277358	-184.26716	849.5404	-80.203606	-24.12	-0.414	3.906	9.378
29.814	-80.461201	-183.41735	850.07774	-80.390636	-24.03	-0.378	3.942	9.432
29.815	-80.644193	-182.567	850.61509	-80.585799	-23.94	-0.36	3.978	9.468
29.816	-80.826334	-181.71612	851.15244	-80.772829	-23.868	-0.324	4.014	9.522
29.817	-81.007625	-180.8647	851.68979	-80.95986	-23.778	-0.288	4.05	9.558
29.818	-81.188064	-180.01274	852.22714	-81.138759	-23.688	-0.27	4.086	9.612
29.819	-81.36765	-179.16024	852.76449	-81.325789	-23.598	-0.234	4.14	9.666
29.82	-81.546384	-178.30721	853.30184	-81.504688	-23.526	-0.198	4.176	9.702
29.821	-81.724264	-177.45364	853.83919	-81.683587	-23.436	-0.18	4.212	9.756
29.822	-81.901291	-176.59953	854.37654	-81.862486	-23.346	-0.144	4.248	9.792
29.823	-82.077463	-175.74489	854.91389	-82.041385	-23.256	-0.108	4.284	9.846
29.824	-82.252781	-174.88971	855.45124	-82.220284	-23.166	-0.09	4.32	9.882
29.825	-82.427242	-174.03399	855.98859	-82.399182	-23.076	-0.054	4.356	9.936
29.826	-82.600848	-173.17773	856.52594	-82.586213	-22.986	-0.018	4.392	9.99
29.827	-82.773598	-172.32093	857.06329	-82.765112	-22.914	0	4.428	10.026
29.828	-82.94549	-171.4636	857.60064	-82.944011	-22.824	0.036	4.464	10.08
29.829	-83.116525	-170.60573	858.13799	-83.12291	-22.734	0.072	4.518	10.116
29.83	-83.286701	-169.74733	858.67534	-83.301808	-22.644	0.108	4.554	10.17
29.831	-83.456019	-168.88838	859.21269	-83.472576	-22.554	0.126	4.59	10.206
29.832	-83.624478	-168.0289	859.75004	-83.651474	-22.464	0.162	4.626	10.26
29.833	-83.792077	-167.16888	860.28739	-83.81411	-22.374	0.198	4.662	10.296
29.834	-83.958816	-166.30833	860.82474	-83.984877	-22.284	0.216	4.698	10.35
29.835	-84.124693	-165.44723	861.36209	-84.147512	-22.194	0.252	4.734	10.386
29.836	-84.28971	-164.5856	861.89944	-84.310147	-22.104	0.288	4.77	10.44
29.837	-84.453864	-163.72343	862.43679	-84.472783	-22.014	0.306	4.806	10.476
29.838	-84.617157	-162.86073	862.97414	-84.627286	-21.924	0.342	4.842	10.53
29.839	-84.779586	-161.99749	863.51149	-84.765526	-21.834	0.378	4.878	10.566
29.84	-84.941151	-161.1337	864.04884	-84.92003	-21.726	0.396	4.914	10.602
29.841	-85.101853	-160.26939	864.58619	-85.090797	-21.636	0.432	4.95	10.656
29.842	-85.26169	-159.40453	865.12354	-85.261564	-21.546	0.468	4.986	10.692
29.843	-85.420662	-158.53914	865.66089	-85.424199	-21.456	0.486	5.022	10.746
29.844	-85.578768	-157.67321	866.19824	-85.594966	-21.366	0.522	5.076	10.782
29.845	-85.736008	-156.80674	866.73559	-85.757602	-21.276	0.558	5.112	10.836
29.846	-85.892381	-155.93974	867.27294	-85.912105	-21.186	0.576	5.148	10.872
29.847	-86.047887	-155.0722	867.81029	-86.066609	-21.078	0.612	5.184	10.926
29.848	-86.202526	-154.20412	868.34764	-86.221112	-20.988	0.648	5.22	10.962
29.849	-86.356295	-153.3355	868.88499	-86.367484	-20.898	0.684	5.256	10.998
29.85	-86.509196	-152.46635	869.42234	-86.521988	-20.808	0.702	5.292	11.052
29.851	-86.661228	-151.59666	869.95969	-86.668359	-20.718	0.738	5.328	11.088
29.852	-86.812389	-150.72643	870.49704	-86.822863	-20.61	0.774	5.364	11.142
29.853	-86.962681	-149.85566	871.03439	-86.969235	-20.52	0.792	5.4	11.178
29.854	-87.112101	-148.98436	871.57173	-87.123738	-20.43	0.828	5.436	11.214
29.855	-87.260649	-148.11252	872.10908	-87.27011	-20.34	0.864	5.472	11.268
29.856	-87.408326	-147.24045	871.9814	-87.416482	-20.232	0.882	5.508	11.304
29.857	-87.55513	-146.36856	871.79404	-87.570985	-20.142	0.918	5.544	11.34
29.858	-87.701063	-145.49686	871.60668	-87.717357	-20.052	0.954	5.58	11.394
29.859	-87.846124	-144.62535	871.41932	-87.863729	-19.944	0.972	5.616	11.43
29.86	-87.990314	-143.75402	871.23195	-88.010101	-19.854	1.008	5.652	11.466
29.861	-88.133632	-142.88288	871.04459	-88.148341	-19.764	1.044	5.688	11.52
29.862	-88.276079	-142.01193	870.85723	-88.294713	-19.656	1.062	5.724	11.556
29.863	-88.417656	-141.14117	870.66987	-88.432953	-19.566	1.098	5.76	11.592
29.864	-88.558362	-140.27059	870.48251	-88.571193	-19.476	1.134	5.796	11.646
29.865	-88.698197	-139.4002	870.29514	-88.709433	-19.368	1.152	5.832	11.682
29.866	-88.837162	-138.53	870.10778	-88.847673	-19.278	1.188	5.868	11.718
29.867	-88.975257	-137.65999	869.92042	-88.977781	-19.17	1.206	5.904	11.754
29.868	-89.112482	-136.79016	869.73306	-89.116021	-19.08	1.242	5.94	11.808
29.869	-89.248838	-135.92052	869.54569	-89.246129	-18.99	1.278	5.976	11.844
29.87	-89.384323	-135.05107	869.35833	-89.376237	-18.882	1.296	6.012	11.88
29.871	-89.51894	-134.18181	869.17097	-89.514477	-18.792	1.332	6.048	11.934
29.872	-89.652687	-133.31273	868.98361	-89.652717	-18.684	1.368	6.084	11.97
29.873	-89.785565	-132.44384	868.79624	-89.782826	-18.594	1.386	6.102	12.006
29.874	-89.917575	-131.57514	868.60888	-89.921066	-18.486	1.422	6.138	12.042
29.875	-90.048716	-130.70662	868.42152	-90.059306	-18.396	1.458	6.174	12.096
29.876	-90.178988	-129.83829	868.23416	-90.197546	-18.288	1.476	6.21	12.132
29.877	-90.308392	-128.97015	868.04679	-90.327654	-18.198	1.512	6.246	12.168
29.878	-90.436928	-128.1022	867.85943	-90.457762	-18.09	1.548	6.282	12.204
29.879	-90.564597	-127.23443	867.67207	-90.587871	-18	1.566	6.318	12.24
29.88	-90.691397	-126.36685	867.48471	-90.709847	-17.892	1.602	6.354	12.294
29.881	-90.817331	-125.49946	867.29735	-90.831824	-17.802	1.638	6.39	12.33
29.882	-90.942396	-124.63226	867.10998	-90.9538	-17.694	1.656	6.426	12.366
29.883	-91.066595	-123.76524	866.92262	-91.075777	-17.586	1.692	6.462	12.402
29.884	-91.189927	-122.89841	866.73526	-91.197753	-17.496	1.71	6.498	12.438
29.885	-91.312392	-122.03177	866.5479	-91.319729	-17.388	1.746	6.534	12.492
29.886	-91.433991	-121.16532	866.36053	-91.441706	-17.298	1.782	6.57	12.528
29.887	-91.554723	-120.29905	866.17317	-91.563682	-17.19	1.8	6.588	12.564
29.888	-91.674589	-119.43297	865.98581	-91.685659	-17.082	1.836	6.624	12.6
29.889	-91.793589	-118.56708	865.79845	-91.807635	-16.992	1.872	6.66	12.636
29.89	-91.911723	-117.70138	865.61108	-91.929612	-16.884	1.89	6.696	12.672
29.891	-92.028992	-116.83586	865.42372	-92.043457	-16.776	1.926	6.732	12.708
29.892	-92.145395	-115.97053	865.23636	-92.165433	-16.686	1.962	6.768	12.744
29.893	-92.260933	-115.10539	865.049	-92.279278	-16.578	1.98	6.804	12.798
29.894	-92.375606	-114.24043	864.86163	-92.384991	-16.47	2.016	6.84	12.834
29.895	-92.489414	-113.37566	864.67427	-92.498836	-16.38	2.034	6.876	12.87
29.896	-92.602357	-112.51108	864.48691	-92.604548	-16.272	2.07	6.894	12.906
29.897	-92.714436	-111.64669	864.29955	-92.70213	-16.164	2.106	6.93	12.942
29.898	-92.82565	-110.78248	864.11219	-92.807843	-16.074	2.124	6.966	12.978
29.899	-92.936001	-109.91846	863.92482	-92.913556	-15.966	2.16	7.002	13.014
29.9	-93.045487	-109.05463	863.73746	-93.019269	-15.858	2.196	7.038	13.05
29.901	-93.15411	-108.19099	863.5501	-93.124981	-15.75	2.214	7.074	13.086
29.902	-93.261869	-107.32753	863.36274	-93.230694	-15.66	2.25	7.11	13.122
29.903	-93.368765	-106.46426	863.17537	-93.336407	-15.552	2.268	7.146	13.158
29.904	-93.474798	-105.60118	862.98801	-93.44212	-15.444	2.304	7.164	13.194
29.905	-93.579968	-104.73829	862.80065	-93.547833	-15.336	2.34	7.2	13.23
29.906	-93.684275	-103.87558	862.61329	-93.653546	-15.228	2.358	7.236	13.266
29.907	-93.787719	-103.01306	862.42592	-93.751127	-15.138	2.394	7.272	13.302
29.908	-93.890301	-102.15073	862.23856	-93.848709	-15.03	2.43	7.308	13.338
29.909	-93.99202	-101.28858	862.0512	-93.94629	-14.922	2.448	7.344	13.374
29.91	-94.092878	-100.42663	861.86384	-94.035739	-14.814	2.484	7.362	13.41
29.911	-94.192874	-99.564856	861.67647	-94.13332	-14.706	2.502	7.398	13.446
29.912	-94.292008	-98.703273	861.48911	-94.22277	-14.598	2.538	7.434	13.482
29.913	-94.39028	-97.841878	861.30175	-94.320351	-14.508	2.574	7.47	13.518
29.914	-94.487692	-96.98067	861.11439	-94.417932	-14.4	2.592	7.506	13.554
29.915	-94.584242	-96.119649	860.92703	-94.515513	-14.292	2.628	7.524	13.59
29.916	-94.679931	-95.258816	860.73966	-94.604963	-14.184	2.646	7.56	13.626
29.917	-94.774759	-94.39817	860.5523	-94.702544	-14.076	2.682	7.596	13.662
29.918	-94.868727	-93.537711	860.36494	-94.800125	-13.968	2.718	7.632	13.698
29.919	-94.961835	-92.67744	860.17758	-94.889575	-13.86	2.736	7.668	13.734
29.92	-95.054082	-91.817356	859.99021	-94.987156	-13.752	2.772	7.686	13.752
29.921	-95.14547	-90.95746	859.80285	-95.076605	-13.644	2.79	7.722	13.788
29.922	-95.235997	-90.09775	859.61549	-95.166055	-13.536	2.826	7.758	13.824
29.923	-95.325665	-89.238229	859.42813	-95.263636	-13.428	2.862	7.794	13.86
29.924	-95.414474	-88.378894	859.24076	-95.353085	-13.32	2.88	7.812	13.896
29.925	-95.502423	-87.519747	859.0534	-95.442535	-13.212	2.916	7.848	13.932
29.926	-95.589513	-86.660787	858.86604	-95.540116	-13.104	2.934	7.884	13.968
29.927	-95.675745	-85.802015	858.67868	-95.629565	-12.996	2.97	7.92	13.986
29.928	-95.761117	-84.94343	858.49131	-95.727147	-12.888	3.006	7.938	14.022
29.929	-95.845632	-84.085032	858.30395	-95.816596	-12.78	3.024	7.974	14.058
29.93	-95.929288	-83.226822	858.11659	-95.897914	-12.672	3.06	8.01	14.094
29.931	-96.012085	-82.368799	857.92923	-95.987363	-12.564	3.078	8.046	14.13
29.932	-96.094025	-81.510964	857.74187	-96.068681	-12.456	3.114	8.064	14.166
29.933	-96.175107	-80.653316	857.5545	-96.149998	-12.348	3.15	8.1	14.184
29.934	-96.255332	-79.795855	857.36714	-96.231316	-12.24	3.168	8.136	14.22
29.935	-96.334699	-78.938581	857.17978	-96.312634	-12.132	3.204	8.154	14.256
29.936	-96.413209	-78.081495	856.99242	-96.402083	-12.024	3.222	8.19	14.292
29.937	-96.490862	-77.224596	856.80505	-96.483401	-11.916	3.258	8.226	14.31
29.938	-96.567658	-76.367885	856.61769	-96.57285	-11.808	3.276	8.244	14.346
29.939	-96.643598	-75.511361	856.43033	-96.654168	-11.7	3.312	8.28	14.382
29.94	-96.718681	-74.655024	856.24297	-96.743617	-11.592	3.348	8.316	14.418
29.941	-96.792908	-73.798875	856.0556	-96.824935	-11.484	3.366	8.334	14.436
29.942	-96.866279	-72.942913	855.86824	-96.898121	-11.376	3.402	8.37	14.472
29.943	-96.938794	-72.087139	855.68088	-96.971307	-11.268	3.42	8.406	14.508
29.944	-97.010453	-71.231551	855.49352	-97.044493	-11.142	3.456	8.424	14.526
29.945	-97.081257	-70.376152	855.30615	-97.109547	-11.034	3.474	8.46	14.562
29.946	-97.151206	-69.520939	855.11879	-97.174601	-10.926	3.51	8.496	14.598
29.947	-97.220299	-68.665914	854.93143	-97.239655	-10.818	3.546	8.514	14.616
29.948	-97.288538	-67.811136	854.14556	-97.304709	-10.71	3.564	8.55	14.652
29.949	-97.355922	-66.95858	850.96564	-97.369763	-10.602	3.6	8.586	14.688
29.95	-97.422456	-66.109205	847.78572	-97.434817	-10.494	3.618	8.604	14.706
29.951	-97.488142	-65.263009	844.60579	-97.508003	-10.368	3.654	8.64	14.742
29.952	-97.552983	-64.419993	841.42587	-97.573057	-10.26	3.672	8.658	14.778
29.953	-97.616983	-63.580157	838.24595	-97.646243	-10.152	3.708	8.694	14.796
29.954	-97.680144	-62.743501	835.06603	-97.711297	-10.044	3.726	8.73	14.832
29.955	-97.742471	-61.910025	831.88611	-97.784483	-9.936	3.762	8.748	14.85
29.956	-97.803965	-61.079729	828.70619	-97.849537	-9.81	3.78	8.784	14.886
29.957	-97.864631	-60.252613	825.52627	-97.90646	-9.702	3.816	8.802	14.922
29.958	-97.924472	-59.428677	822.34635	-97.971514	-9.594	3.852	8.838	14.94
29.959	-97.98349	-58.60792	819.16643	-98.028436	-9.486	3.87	8.874	14.976
29.96	-98.041689	-57.790344	815.98651	-98.085359	-9.378	3.906	8.892	14.994
29.961	-98.099071	-56.975947	812.80659	-98.142281	-9.252	3.924	8.928	15.03
29.962	-98.155642	-56.16473	809.62667	-98.199203	-9.144	3.96	8.946	15.048
29.963	-98.211402	-55.356694	806.44675	-98.256126	-9.036	3.978	8.982	15.084
29.964	-98.266356	-54.551837	803.26683	-98.304916	-8.928	4.014	9	15.102
29.965	-98.320507	-53.75016	800.08691	-98.361839	-8.802	4.032	9.036	15.138
29.966	-98.373857	-52.951663	796.90699	-98.426893	-8.694	4.068	9.054	15.156
29.967	-98.426411	-52.156346	793.72707	-98.483815	-8.586	4.086	9.09	15.192
29.968	-98.478171	-51.364209	790.54715	-98.540737	-8.46	4.122	9.108	15.21
29.969	-98.529141	-50.575252	787.36723	-98.59766	-8.352	4.14	9.144	15.246
29.97	-98.579323	-49.789475	784.18731	-98.654582	-8.244	4.176	9.162	15.264
29.971	-98.628721	-49.006877	781.00739	-98.703373	-8.136	4.194	9.198	15.3
29.972	-98.677338	-48.22746	777.82747	-98.752163	-8.01	4.23	9.216	15.318
29.973	-98.725177	-47.451222	774.64755	-98.800954	-7.902	4.248	9.252	15.354
29.974	-98.772241	-46.678165	771.46763	-98.849745	-7.794	4.284	9.27	15.372
29.975	-98.818534	-45.908287	768.28771	-98.898535	-7.668	4.302	9.306	15.408
29.976	-98.864059	-45.141589	765.10779	-98.939194	-7.56	4.338	9.324	15.426
29.977	-98.908818	-44.378071	761.92786	-98.979853	-7.452	4.356	9.36	15.444
29.978	-98.952816	-43.617734	758.74794	-99.028643	-7.326	4.392	9.378	15.48
29.979	-98.996055	-42.860576	755.56802	-99.069302	-7.218	4.41	9.414	15.498
29.98	-99.038538	-42.106598	752.3881	-99.118093	-7.11	4.446	9.432	15.534
29.981	-99.080269	-41.355799	749.20818	-99.158752	-7.002	4.464	9.468	15.552
29.982	-99.121251	-40.608181	746.02826	-99.19941	-6.876	4.5	9.486	15.57
29.983	-99.161486	-39.863743	742.84834	-99.240069	-6.768	4.518	9.522	15.606
29.984	-99.200979	-39.122484	739.66842	-99.280728	-6.66	4.554	9.54	15.624
29.985	-99.239732	-38.384406	736.4885	-99.321387	-6.534	4.572	9.576	15.642
29.986	-99.277749	-37.649507	733.30858	-99.353914	-6.426	4.59	9.594	15.678
29.987	-99.315033	-36.917789	730.12866	-99.386441	-6.3	4.626	9.612	15.696
